"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"05.11.2018","201,59","204,30","204,39","198,17","66,16M","-2,84%"
"02.11.2018","207,48","209,55","213,65","205,43","91,33M","-6,63%"
"01.11.2018","222,22","219,05","222,36","216,81","58,32M","1,54%"
"31.10.2018","218,86","216,88","220,45","216,62","38,36M","2,61%"
"30.10.2018","213,30","211,15","215,18","209,27","36,66M","0,50%"
"29.10.2018","212,24","219,19","219,69","206,09","45,94M","-1,88%"
"26.10.2018","216,30","215,90","220,19","212,67","47,26M","-1,59%"
"25.10.2018","219,80","217,71","221,38","216,75","29,86M","2,19%"
"24.10.2018","215,09","222,60","224,23","214,54","40,93M","-3,43%"
"23.10.2018","222,73","215,83","223,25","214,70","38,77M","0,94%"
"22.10.2018","220,65","219,79","223,36","218,94","28,79M","0,61%"
"19.10.2018","219,31","218,06","221,26","217,43","33,08M","1,52%"
"18.10.2018","216,02","217,86","219,74","213,00","32,58M","-2,34%"
"17.10.2018","221,19","222,30","222,64","219,34","22,89M","-0,43%"
"16.10.2018","222,15","218,93","222,99","216,76","29,18M","2,20%"
"15.10.2018","217,36","221,16","221,83","217,27","30,79M","-2,14%"
"12.10.2018","222,11","220,42","222,88","216,84","40,34M","3,57%"
"11.10.2018","214,45","214,52","219,50","212,32","53,12M","-0,88%"
"10.10.2018","216,36","225,46","226,35","216,05","41,99M","-4,63%"
"09.10.2018","226,87","223,64","227,27","222,25","26,89M","1,39%"
"08.10.2018","223,77","222,21","224,80","220,20","29,66M","-0,23%"
"05.10.2018","224,29","227,96","228,41","220,58","33,58M","-1,62%"
"04.10.2018","227,99","230,78","232,35","226,73","32,04M","-1,76%"
"03.10.2018","232,07","230,05","233,47","229,78","28,65M","1,22%"
"02.10.2018","229,28","227,25","230,00","226,63","24,79M","0,89%"
"01.10.2018","227,26","227,95","229,42","226,35","23,60M","0,67%"
"28.09.2018","225,74","224,79","225,84","224,02","22,93M","0,35%"
"27.09.2018","224,95","223,82","226,44","223,54","30,18M","2,06%"
"26.09.2018","220,42","221,00","223,75","219,76","23,98M","-0,80%"
"25.09.2018","222,19","219,75","222,82","219,70","24,55M","0,63%"
"24.09.2018","220,79","216,82","221,26","216,63","27,69M","1,44%"
"21.09.2018","217,66","220,78","221,36","217,29","96,25M","-1,08%"
"20.09.2018","220,03","220,24","222,28","219,15","26,61M","0,76%"
"19.09.2018","218,37","218,50","219,62","215,30","27,12M","0,06%"
"18.09.2018","218,24","217,79","221,85","217,12","31,57M","0,17%"
"17.09.2018","217,88","222,15","222,95","217,27","37,20M","-2,66%"
"14.09.2018","223,84","225,75","226,84","222,52","32,00M","-1,14%"
"13.09.2018","226,41","223,52","228,35","222,57","41,71M","2,42%"
"12.09.2018","221,07","224,94","225,00","219,84","49,28M","-1,24%"
"11.09.2018","223,85","218,01","224,30","216,56","35,75M","2,53%"
"10.09.2018","218,33","220,95","221,85","216,47","39,52M","-1,34%"
"07.09.2018","221,30","221,85","225,37","220,71","37,62M","-0,81%"
"06.09.2018","223,10","226,23","227,35","221,30","34,29M","-1,66%"
"05.09.2018","226,87","228,99","229,67","225,10","33,33M","-0,65%"
"04.09.2018","228,36","228,41","229,18","226,63","27,39M","0,32%"
"31.08.2018","227,63","226,51","228,87","226,00","43,34M","1,16%"
"30.08.2018","225,03","223,25","228,26","222,40","48,79M","0,92%"
"29.08.2018","222,98","220,15","223,49","219,41","27,25M","1,49%"
"28.08.2018","219,70","219,01","220,54","218,92","22,78M","0,81%"
"27.08.2018","217,94","217,15","218,74","216,33","20,53M","0,82%"
"24.08.2018","216,16","216,60","216,90","215,11","18,48M","0,31%"
"23.08.2018","215,49","214,65","217,05","214,60","18,88M","0,20%"
"22.08.2018","215,05","214,10","216,36","213,84","19,02M","0,00%"
"21.08.2018","215,04","216,80","217,19","214,03","26,16M","-0,19%"
"20.08.2018","215,46","218,10","219,18","215,11","30,29M","-0,97%"
"17.08.2018","217,58","213,44","217,95","213,16","35,43M","2,00%"
"16.08.2018","213,32","211,75","213,81","211,47","28,50M","1,46%"
"15.08.2018","210,24","209,22","210,74","208,33","28,81M","0,23%"
"14.08.2018","209,75","210,16","210,56","208,26","20,75M","0,42%"
"13.08.2018","208,87","207,70","210,95","207,70","25,89M","0,65%"
"10.08.2018","207,53","207,36","209,10","206,67","24,61M","-0,65%"
"09.08.2018","208,88","207,28","209,78","207,20","23,49M","0,79%"
"08.08.2018","207,25","206,05","207,81","204,52","22,53M","0,07%"
"07.08.2018","207,11","209,32","209,50","206,76","25,59M","-0,94%"
"06.08.2018","209,07","208,00","209,25","207,07","25,43M","0,52%"
"03.08.2018","207,99","207,03","208,74","205,48","33,45M","0,29%"
"02.08.2018","207,39","200,58","208,38","200,35","62,40M","2,92%"
"01.08.2018","201,50","199,13","201,76","197,31","67,94M","5,89%"
"31.07.2018","190,29","190,30","192,14","189,34","39,37M","0,20%"
"30.07.2018","189,91","191,90","192,20","189,07","21,03M","-0,56%"
"27.07.2018","190,98","194,99","195,19","190,10","24,02M","-1,66%"
"26.07.2018","194,21","194,61","195,96","193,61","19,08M","-0,31%"
"25.07.2018","194,82","193,06","194,85","192,43","16,83M","0,94%"
"24.07.2018","193,00","192,45","193,66","192,05","18,70M","0,73%"
"23.07.2018","191,61","190,68","191,96","189,56","15,99M","0,09%"
"20.07.2018","191,44","191,78","192,43","190,17","20,71M","-0,23%"
"19.07.2018","191,88","189,69","192,55","189,69","20,29M","0,78%"
"18.07.2018","190,40","191,78","191,80","189,93","16,39M","-0,55%"
"17.07.2018","191,45","189,75","191,87","189,20","15,53M","0,28%"
"16.07.2018","190,91","191,52","192,65","190,41","15,04M","-0,22%"
"13.07.2018","191,33","191,08","191,84","190,90","12,52M","0,16%"
"12.07.2018","191,03","189,53","191,41","189,31","18,04M","1,68%"
"11.07.2018","187,88","188,50","189,78","187,61","18,83M","-1,30%"
"10.07.2018","190,35","190,71","191,28","190,18","15,94M","-0,12%"
"09.07.2018","190,58","189,50","190,68","189,30","19,76M","1,39%"
"06.07.2018","187,97","185,42","188,43","185,20","17,49M","1,39%"
"05.07.2018","185,40","185,26","186,41","184,28","16,60M","0,80%"
"03.07.2018","183,92","187,79","187,95","183,54","13,95M","-1,74%"
"02.07.2018","187,18","183,82","187,30","183,42","17,73M","1,12%"
"29.06.2018","185,11","186,29","187,19","182,91","22,74M","-0,21%"
"28.06.2018","185,50","184,10","186,21","183,80","17,37M","0,73%"
"27.06.2018","184,16","185,23","187,28","184,03","25,29M","-0,15%"
"26.06.2018","184,43","182,99","186,53","182,54","24,57M","1,24%"
"25.06.2018","182,17","183,40","184,92","180,73","31,66M","-1,49%"
"22.06.2018","184,92","186,12","186,15","184,70","27,20M","-0,29%"
"21.06.2018","185,46","187,25","188,35","184,94","25,71M","-0,56%"
"20.06.2018","186,50","186,35","187,20","185,73","20,63M","0,44%"
"19.06.2018","185,69","185,14","186,33","183,45","33,58M","-1,62%"
"18.06.2018","188,74","187,88","189,22","187,20","18,48M","-0,05%"
"15.06.2018","188,84","190,03","190,16","188,26","61,72M","-1,03%"
"14.06.2018","190,80","191,55","191,57","190,22","21,61M","0,05%"
"13.06.2018","190,70","192,42","192,88","190,44","21,64M","-0,82%"
"12.06.2018","192,28","191,38","192,61","191,15","16,91M","0,55%"
"11.06.2018","191,23","191,35","191,97","190,21","18,31M","-0,25%"
"08.06.2018","191,70","191,17","192,00","189,77","26,66M","-0,91%"
"07.06.2018","193,46","194,14","194,20","192,34","21,35M","-0,27%"
"06.06.2018","193,98","193,63","194,08","191,92","20,93M","0,35%"
"05.06.2018","193,31","193,06","193,94","192,36","21,57M","0,77%"
"04.06.2018","191,83","191,63","193,42","191,35","26,27M","0,84%"
"01.06.2018","190,24","187,99","190,26","187,75","23,44M","1,80%"
"31.05.2018","186,87","187,22","188,23","186,14","27,48M","-0,34%"
"30.05.2018","187,50","187,72","188,00","186,78","18,69M","-0,21%"
"29.05.2018","187,90","187,60","188,75","186,87","22,51M","-0,36%"
"25.05.2018","188,58","188,23","189,65","187,65","17,46M","0,23%"
"24.05.2018","188,15","188,77","188,84","186,21","23,23M","-0,11%"
"23.05.2018","188,36","186,35","188,50","185,76","20,06M","0,64%"
"22.05.2018","187,16","188,38","188,88","186,78","15,24M","-0,25%"
"21.05.2018","187,63","188,00","189,27","186,91","18,40M","0,71%"
"18.05.2018","186,31","187,19","187,81","186,13","18,30M","-0,36%"
"17.05.2018","186,99","188,00","188,91","186,36","17,29M","-0,63%"
"16.05.2018","188,18","186,07","188,46","186,00","19,18M","0,93%"
"15.05.2018","186,44","186,78","187,07","185,10","23,70M","-0,91%"
"14.05.2018","188,15","189,01","189,53","187,86","20,78M","-0,23%"
"11.05.2018","188,59","189,49","190,06","187,45","26,21M","-0,76%"
"10.05.2018","190,04","187,74","190,37","187,65","27,99M","1,43%"
"09.05.2018","187,36","186,55","187,40","185,22","23,21M","0,70%"
"08.05.2018","186,05","184,99","186,22","183,66","28,40M","0,48%"
"07.05.2018","185,16","185,18","187,67","184,75","42,45M","0,72%"
"04.05.2018","183,83","178,25","184,25","178,17","56,20M","3,92%"
"03.05.2018","176,89","175,88","177,50","174,44","34,07M","0,18%"
"02.05.2018","176,57","175,22","177,75","173,80","66,54M","4,42%"
"01.05.2018","169,10","166,41","169,20","165,27","53,57M","2,32%"
"30.04.2018","165,26","162,13","167,26","161,84","42,43M","1,81%"
"27.04.2018","162,32","164,00","164,33","160,63","35,66M","-1,16%"
"26.04.2018","164,22","164,12","165,73","163,37","27,96M","0,35%"
"25.04.2018","163,65","162,62","165,42","162,41","28,38M","0,44%"
"24.04.2018","162,94","165,67","166,33","161,22","33,69M","-1,39%"
"23.04.2018","165,24","166,83","166,92","164,09","36,52M","-0,29%"
"20.04.2018","165,72","170,59","171,22","165,43","65,49M","-4,10%"
"19.04.2018","172,80","174,95","175,39","172,66","34,81M","-2,83%"
"18.04.2018","177,84","177,81","178,82","176,88","20,75M","-0,22%"
"17.04.2018","178,24","176,49","178,94","176,41","26,61M","1,38%"
"16.04.2018","175,82","175,03","176,19","174,83","21,58M","0,62%"
"13.04.2018","174,73","174,78","175,84","173,85","25,12M","0,34%"
"12.04.2018","174,14","173,41","175,00","173,04","22,89M","0,99%"
"11.04.2018","172,44","172,23","173,92","171,70","22,43M","-0,47%"
"10.04.2018","173,25","173,00","174,00","171,53","28,61M","1,88%"
"09.04.2018","170,05","169,88","173,09","169,84","29,02M","0,99%"
"06.04.2018","168,38","170,97","172,48","168,20","35,01M","-2,56%"
"05.04.2018","172,80","172,58","174,23","172,08","26,93M","0,69%"
"04.04.2018","171,61","164,88","172,01","164,77","34,61M","1,91%"
"03.04.2018","168,39","167,64","168,75","164,88","30,28M","1,03%"
"02.04.2018","166,68","167,88","168,94","164,47","37,59M","-0,66%"
"29.03.2018","167,78","167,81","171,75","166,90","38,40M","0,78%"
"28.03.2018","166,48","167,25","170,02","165,19","41,67M","-1,10%"
"27.03.2018","168,34","173,68","175,15","166,92","40,92M","-2,56%"
"26.03.2018","172,77","168,07","173,10","166,44","37,54M","4,75%"
"23.03.2018","164,94","168,39","169,92","164,94","41,03M","-2,32%"
"22.03.2018","168,85","170,00","172,68","168,60","41,49M","-1,41%"
"21.03.2018","171,27","175,04","175,09","171,26","37,05M","-2,27%"
"20.03.2018","175,24","175,24","176,80","174,94","19,65M","-0,03%"
"19.03.2018","175,30","177,32","177,47","173,66","33,45M","-1,53%"
"16.03.2018","178,02","178,65","179,12","177,62","39,40M","-0,35%"
"15.03.2018","178,65","178,50","180,24","178,07","22,74M","0,12%"
"14.03.2018","178,44","180,32","180,52","177,81","29,37M","-0,85%"
"13.03.2018","179,97","182,59","183,50","179,24","31,69M","-0,96%"
"12.03.2018","181,72","180,29","182,39","180,21","32,21M","0,97%"
"09.03.2018","179,98","177,96","180,00","177,39","32,19M","1,72%"
"08.03.2018","176,94","175,48","177,12","175,07","23,77M","1,09%"
"07.03.2018","175,03","174,94","175,85","174,27","31,70M","-0,93%"
"06.03.2018","176,67","177,91","178,25","176,13","23,79M","-0,08%"
"05.03.2018","176,82","175,21","177,74","174,52","28,40M","0,35%"
"02.03.2018","176,21","172,80","176,30","172,45","38,45M","0,69%"
"01.03.2018","175,00","178,54","179,78","172,66","48,80M","-1,75%"
"28.02.2018","178,12","179,26","180,62","178,05","37,78M","-0,15%"
"27.02.2018","178,39","179,10","180,48","178,16","38,93M","-0,32%"
"26.02.2018","178,97","176,35","179,39","176,21","38,16M","1,98%"
"23.02.2018","175,50","173,67","175,65","173,54","33,81M","1,74%"
"22.02.2018","172,50","171,80","173,95","171,71","30,99M","0,84%"
"21.02.2018","171,07","172,83","174,12","171,01","37,47M","-0,45%"
"20.02.2018","171,85","172,05","174,26","171,42","33,93M","-0,34%"
"16.02.2018","172,43","172,36","174,82","171,77","40,18M","-0,32%"
"15.02.2018","172,99","169,79","173,09","169,00","51,15M","3,36%"
"14.02.2018","167,37","163,04","167,54","162,88","40,64M","1,84%"
"13.02.2018","164,34","161,95","164,75","161,65","32,55M","1,00%"
"12.02.2018","162,71","158,50","163,89","157,51","60,82M","4,03%"
"09.02.2018","156,41","157,07","157,89","150,24","70,67M","0,81%"
"08.02.2018","155,15","160,29","161,00","155,03","54,39M","-2,75%"
"07.02.2018","159,54","163,09","163,40","159,07","51,61M","-2,14%"
"06.02.2018","163,03","154,83","163,72","154,00","68,24M","4,18%"
"05.02.2018","156,49","159,10","163,88","156,00","72,74M","-2,50%"
"02.02.2018","160,50","166,00","166,80","160,10","86,59M","-4,34%"
"01.02.2018","167,78","167,16","168,62","166,76","47,23M","0,21%"
"31.01.2018","167,43","166,87","168,44","166,50","32,48M","0,28%"
"30.01.2018","166,97","165,53","167,37","164,70","46,05M","-0,59%"
"29.01.2018","167,96","170,16","170,16","167,07","50,64M","-2,07%"
"26.01.2018","171,51","172,00","172,00","170,06","39,14M","0,23%"
"25.01.2018","171,11","174,50","174,95","170,53","41,53M","-1,79%"
"24.01.2018","174,22","177,25","177,30","173,20","51,11M","-1,59%"
"23.01.2018","177,04","177,30","179,44","176,82","32,69M","0,02%"
"22.01.2018","177,00","177,30","177,78","176,60","27,11M","-0,82%"
"19.01.2018","178,46","178,61","179,58","177,41","32,43M","-0,45%"
"18.01.2018","179,26","179,37","180,10","178,25","31,19M","0,09%"
"17.01.2018","179,10","176,15","179,25","175,07","34,39M","1,65%"
"16.01.2018","176,19","177,90","179,39","176,14","29,57M","-0,51%"
"12.01.2018","177,09","176,18","177,36","175,65","25,42M","1,03%"
"11.01.2018","175,28","174,59","175,49","174,49","18,67M","0,57%"
"10.01.2018","174,29","173,16","174,30","173,00","23,96M","-0,02%"
"09.01.2018","174,33","174,55","175,06","173,41","21,58M","-0,01%"
"08.01.2018","174,35","174,35","175,61","173,93","20,57M","-0,37%"
"05.01.2018","175,00","173,44","175,37","173,05","23,66M","1,14%"
"04.01.2018","173,03","172,54","173,47","172,08","22,43M","0,46%"
"03.01.2018","172,23","172,53","174,55","171,96","29,52M","-0,02%"
"02.01.2018","172,26","170,16","172,30","169,26","25,56M","1,79%"
"29.12.2017","169,23","170,52","170,59","169,22","26,00M","-1,08%"
"28.12.2017","171,08","171,00","171,85","170,48","16,48M","0,28%"
"27.12.2017","170,60","170,10","170,78","169,71","21,50M","0,02%"
"26.12.2017","170,57","170,80","171,47","169,68","33,19M","-2,54%"
"22.12.2017","175,01","174,68","175,42","174,50","16,35M","0,00%"
"21.12.2017","175,01","174,17","176,02","174,10","20,95M","0,38%"
"20.12.2017","174,35","174,87","175,42","173,25","23,48M","-0,11%"
"19.12.2017","174,54","175,03","175,39","174,09","27,44M","-1,07%"
"18.12.2017","176,42","174,88","177,20","174,86","29,42M","1,41%"
"15.12.2017","173,97","173,63","174,17","172,46","40,17M","1,02%"
"14.12.2017","172,22","172,40","173,13","171,65","20,48M","-0,03%"
"13.12.2017","172,27","172,50","173,54","172,00","23,82M","0,33%"
"12.12.2017","171,70","172,15","172,39","171,46","19,41M","-0,56%"
"11.12.2017","172,67","169,20","172,89","168,79","35,27M","1,95%"
"08.12.2017","169,37","170,49","171,00","168,82","23,36M","0,03%"
"07.12.2017","169,32","169,03","170,44","168,91","25,67M","0,18%"
"06.12.2017","169,01","167,50","170,20","166,46","28,56M","-0,37%"
"05.12.2017","169,64","169,06","171,52","168,40","27,35M","-0,09%"
"04.12.2017","169,80","172,48","172,62","169,63","32,54M","-0,73%"
"01.12.2017","171,05","169,95","171,67","168,50","39,76M","-0,47%"
"30.11.2017","171,85","170,43","172,14","168,44","41,53M","1,40%"
"29.11.2017","169,48","172,63","172,92","167,16","41,67M","-2,07%"
"28.11.2017","173,07","174,30","174,87","171,86","26,43M","-0,59%"
"27.11.2017","174,09","175,05","175,08","173,34","20,72M","-0,50%"
"24.11.2017","174,97","175,10","175,50","174,65","14,03M","0,01%"
"22.11.2017","174,96","173,36","175,00","173,05","25,59M","1,05%"
"21.11.2017","173,14","170,78","173,70","170,78","25,13M","1,86%"
"20.11.2017","169,98","170,29","170,56","169,56","16,26M","-0,10%"
"17.11.2017","170,15","171,04","171,39","169,64","21,90M","-0,56%"
"16.11.2017","171,10","171,18","171,87","170,30","23,64M","1,19%"
"15.11.2017","169,08","169,97","170,32","168,38","29,16M","-1,32%"
"14.11.2017","171,34","173,04","173,48","171,18","24,78M","-1,51%"
"13.11.2017","173,97","173,50","174,50","173,40","16,98M","-0,40%"
"10.11.2017","174,67","175,11","175,38","174,27","25,15M","-0,69%"
"09.11.2017","175,88","175,11","176,09","173,14","29,48M","-0,20%"
"08.11.2017","176,24","174,66","176,24","174,33","24,41M","0,82%"
"07.11.2017","174,81","173,91","175,25","173,60","24,36M","0,32%"
"06.11.2017","174,25","172,37","174,99","171,72","35,03M","1,01%"
"03.11.2017","172,50","174,00","174,26","171,12","59,40M","2,61%"
"02.11.2017","168,11","167,64","168,50","165,28","41,39M","0,73%"
"01.11.2017","166,89","169,87","169,94","165,61","33,64M","-1,27%"
"31.10.2017","169,04","167,90","169,65","166,94","36,05M","1,39%"
"30.10.2017","166,72","163,89","168,07","163,72","44,70M","2,25%"
"27.10.2017","163,05","159,29","163,60","158,70","44,45M","3,58%"
"26.10.2017","157,41","157,23","157,83","156,78","17,00M","0,64%"
"25.10.2017","156,41","156,91","157,55","155,27","21,21M","-0,44%"
"24.10.2017","157,10","156,29","157,42","156,20","17,76M","0,60%"
"23.10.2017","156,17","156,89","157,69","155,50","21,98M","-0,05%"
"20.10.2017","156,25","156,61","157,75","155,96","23,97M","0,17%"
"19.10.2017","155,98","156,75","157,08","155,02","42,58M","-2,37%"
"18.10.2017","159,76","160,42","160,71","159,60","16,37M","-0,44%"
"17.10.2017","160,47","159,78","160,87","159,23","19,00M","0,37%"
"16.10.2017","159,88","157,90","160,00","157,65","24,12M","1,84%"
"13.10.2017","156,99","156,73","157,28","156,41","16,39M","0,63%"
"12.10.2017","156,00","156,35","157,37","155,73","16,13M","-0,35%"
"11.10.2017","156,55","155,97","156,98","155,75","16,91M","0,42%"
"10.10.2017","155,90","156,06","158,00","155,10","15,62M","0,04%"
"09.10.2017","155,84","155,81","156,73","155,49","16,26M","0,35%"
"06.10.2017","155,30","154,97","155,49","154,56","17,41M","-0,06%"
"05.10.2017","155,39","154,18","155,44","154,05","21,28M","1,24%"
"04.10.2017","153,48","153,63","153,86","152,46","20,16M","-0,65%"
"03.10.2017","154,48","154,01","155,09","153,91","16,23M","0,44%"
"02.10.2017","153,81","154,26","154,45","152,72","18,70M","-0,20%"
"29.09.2017","154,12","153,21","154,13","152,00","26,30M","0,55%"
"28.09.2017","153,28","153,89","154,28","152,70","22,01M","-0,62%"
"27.09.2017","154,23","153,80","154,72","153,54","25,50M","0,71%"
"26.09.2017","153,14","151,78","153,92","151,69","36,66M","1,72%"
"25.09.2017","150,55","149,99","151,83","149,16","44,39M","-0,88%"
"22.09.2017","151,89","152,02","152,27","150,56","46,65M","-0,98%"
"21.09.2017","153,39","155,80","155,80","152,75","37,51M","-1,72%"
"20.09.2017","156,07","157,90","158,26","153,83","52,95M","-1,68%"
"19.09.2017","158,73","159,51","159,77","158,44","20,81M","0,04%"
"18.09.2017","158,67","160,11","160,50","158,00","28,27M","-0,76%"
"15.09.2017","159,88","158,47","160,97","158,00","49,11M","1,01%"
"14.09.2017","158,28","158,99","159,40","158,09","23,76M","-0,86%"
"13.09.2017","159,65","159,87","159,96","157,91","44,91M","-0,75%"
"12.09.2017","160,86","162,61","163,96","158,77","71,71M","-0,40%"
"11.09.2017","161,50","160,50","162,05","159,89","31,58M","1,81%"
"08.09.2017","158,63","160,86","161,15","158,53","28,61M","-1,63%"
"07.09.2017","161,26","162,09","162,24","160,36","21,93M","-0,40%"
"06.09.2017","161,91","162,71","162,99","160,52","21,65M","-0,10%"
"05.09.2017","162,08","163,75","164,25","160,56","29,54M","-1,20%"
"01.09.2017","164,05","164,80","164,94","163,63","16,59M","0,03%"
"31.08.2017","164,00","163,64","164,52","163,48","26,79M","0,40%"
"30.08.2017","163,35","163,80","163,89","162,61","27,27M","0,27%"
"29.08.2017","162,91","160,10","163,12","160,00","29,52M","0,89%"
"28.08.2017","161,47","160,14","162,00","159,93","25,97M","1,01%"
"25.08.2017","159,86","159,65","160,56","159,27","25,48M","0,37%"
"24.08.2017","159,27","160,43","160,74","158,55","19,82M","-0,44%"
"23.08.2017","159,98","159,07","160,47","158,88","19,40M","0,13%"
"22.08.2017","159,78","158,23","160,00","158,02","21,60M","1,63%"
"21.08.2017","157,21","157,50","157,89","155,11","26,37M","-0,18%"
"18.08.2017","157,50","157,86","159,50","156,72","27,43M","-0,23%"
"17.08.2017","157,86","160,52","160,71","157,84","27,94M","-1,92%"
"16.08.2017","160,95","161,94","162,51","160,15","27,67M","-0,40%"
"15.08.2017","161,60","160,66","162,19","160,14","29,47M","1,09%"
"14.08.2017","159,85","159,32","160,21","158,75","22,12M","1,50%"
"11.08.2017","157,48","156,60","158,57","156,07","26,26M","1,39%"
"10.08.2017","155,32","159,90","160,00","154,63","40,80M","-3,56%"
"09.08.2017","161,06","159,26","161,27","159,11","26,13M","0,61%"
"08.08.2017","160,08","158,60","161,83","158,27","36,21M","0,80%"
"07.08.2017","158,81","157,06","158,92","156,67","21,87M","1,55%"
"04.08.2017","156,39","156,07","157,40","155,69","20,56M","0,53%"
"03.08.2017","155,57","157,05","157,21","155,02","27,10M","-1,00%"
"02.08.2017","157,14","159,28","159,75","156,16","69,94M","4,73%"
"01.08.2017","150,05","149,10","150,22","148,41","35,37M","0,89%"
"31.07.2017","148,73","149,90","150,33","148,13","19,85M","-0,52%"
"28.07.2017","149,50","149,89","150,23","149,19","17,21M","-0,70%"
"27.07.2017","150,56","153,75","153,99","147,30","32,48M","-1,89%"
"26.07.2017","153,46","153,35","153,93","153,06","15,78M","0,47%"
"25.07.2017","152,74","151,80","153,84","151,80","18,85M","0,43%"
"24.07.2017","152,09","150,58","152,44","149,90","21,49M","1,21%"
"21.07.2017","150,27","149,99","150,44","148,88","26,25M","-0,05%"
"20.07.2017","150,34","151,50","151,74","150,19","17,24M","-0,45%"
"19.07.2017","151,02","150,48","151,42","149,95","20,92M","0,63%"
"18.07.2017","150,08","149,20","150,13","148,67","17,87M","0,35%"
"17.07.2017","149,56","148,82","150,90","148,57","23,79M","0,35%"
"14.07.2017","149,04","147,97","149,33","147,33","20,13M","0,86%"
"13.07.2017","147,77","145,50","148,49","145,44","25,20M","1,39%"
"12.07.2017","145,74","145,87","146,18","144,82","24,88M","0,14%"
"11.07.2017","145,53","144,73","145,85","144,38","19,78M","0,32%"
"10.07.2017","145,06","144,11","145,95","143,37","21,09M","0,61%"
"07.07.2017","144,18","142,90","144,75","142,90","19,20M","1,02%"
"06.07.2017","142,73","143,02","143,50","142,41","24,13M","-0,94%"
"05.07.2017","144,09","143,69","144,79","142,72","21,57M","0,41%"
"03.07.2017","143,50","144,88","145,30","143,10","14,28M","-0,36%"
"30.06.2017","144,02","144,45","144,96","143,78","23,02M","0,24%"
"29.06.2017","143,68","144,71","145,13","142,28","31,50M","-1,47%"
"28.06.2017","145,83","144,49","146,11","143,16","22,08M","1,46%"
"27.06.2017","143,73","145,01","146,16","143,62","24,76M","-1,43%"
"26.06.2017","145,82","147,17","148,28","145,38","25,69M","-0,31%"
"23.06.2017","146,28","145,13","147,16","145,11","35,44M","0,45%"
"22.06.2017","145,63","145,77","146,70","145,12","19,11M","-0,16%"
"21.06.2017","145,87","145,52","146,07","144,61","21,27M","0,59%"
"20.06.2017","145,01","146,87","146,87","144,94","24,90M","-0,91%"
"19.06.2017","146,34","143,66","146,74","143,66","32,54M","2,86%"
"16.06.2017","142,27","143,78","144,50","142,20","50,36M","-1,40%"
"15.06.2017","144,29","143,32","144,48","142,21","32,17M","-0,60%"
"14.06.2017","145,16","147,50","147,50","143,84","31,53M","-0,98%"
"13.06.2017","146,59","147,16","147,45","145,15","34,17M","0,80%"
"12.06.2017","145,42","145,74","146,09","142,51","72,31M","-2,39%"
"09.06.2017","148,98","155,19","155,19","146,02","64,88M","-3,88%"
"08.06.2017","154,99","155,25","155,54","154,40","21,25M","-0,24%"
"07.06.2017","155,37","155,02","155,98","154,48","21,07M","0,60%"
"06.06.2017","154,45","153,90","155,81","153,78","26,62M","0,34%"
"05.06.2017","153,93","154,34","154,45","153,46","25,33M","-0,98%"
"02.06.2017","155,45","153,58","155,45","152,89","27,77M","1,48%"
"01.06.2017","153,18","153,17","153,33","152,22","16,40M","0,27%"
"31.05.2017","152,76","153,97","154,17","152,38","24,45M","-0,59%"
"30.05.2017","153,67","153,42","154,43","153,33","20,13M","0,04%"
"26.05.2017","153,61","154,00","154,24","153,31","21,93M","-0,17%"
"25.05.2017","153,87","153,73","154,35","153,03","19,24M","0,35%"
"24.05.2017","153,34","153,84","154,17","152,67","19,22M","-0,30%"
"23.05.2017","153,80","154,90","154,90","153,31","19,92M","-0,12%"
"22.05.2017","153,99","154,00","154,58","152,91","22,97M","0,61%"
"19.05.2017","153,06","153,38","153,98","152,63","26,96M","0,34%"
"18.05.2017","152,54","151,27","153,34","151,13","33,57M","1,52%"
"17.05.2017","150,25","153,60","154,57","149,71","50,77M","-3,36%"
"16.05.2017","155,47","155,94","156,06","154,72","20,05M","-0,15%"
"15.05.2017","155,70","156,01","156,65","155,05","26,01M","-0,26%"
"12.05.2017","156,10","154,70","156,42","154,67","32,53M","1,40%"
"11.05.2017","153,95","152,45","154,07","152,31","27,26M","0,45%"
"10.05.2017","153,26","153,63","153,94","152,11","25,81M","-0,47%"
"09.05.2017","153,99","153,87","154,88","153,45","39,13M","0,64%"
"08.05.2017","153,01","149,03","153,70","149,03","48,75M","2,72%"
"05.05.2017","148,96","146,76","148,98","146,76","27,33M","1,66%"
"04.05.2017","146,53","146,52","147,14","145,81","23,37M","-0,36%"
"03.05.2017","147,06","145,59","147,49","144,27","45,70M","-0,31%"
"02.05.2017","147,51","147,54","148,09","146,84","45,35M","0,63%"
"01.05.2017","146,58","145,10","147,20","144,96","33,60M","2,04%"
"28.04.2017","143,65","144,09","144,30","143,27","20,86M","-0,10%"
"27.04.2017","143,79","143,92","144,16","143,31","14,25M","0,08%"
"26.04.2017","143,68","144,47","144,60","143,38","20,04M","-0,59%"
"25.04.2017","144,53","143,91","144,90","143,87","18,87M","0,62%"
"24.04.2017","143,64","143,50","143,95","143,18","17,13M","0,96%"
"21.04.2017","142,27","142,44","142,68","141,85","17,32M","-0,12%"
"20.04.2017","142,44","141,22","142,92","141,16","23,32M","1,25%"
"19.04.2017","140,68","141,88","142,00","140,45","17,33M","-0,37%"
"18.04.2017","141,20","141,41","142,04","141,11","14,70M","-0,44%"
